data_esecuzione,metodo,backend,num_righe,stopwatch_sec,strategy_json
2026-02-26T11:14:46.190756+00:00,outlier,SPARK,1000000,2.814115474000573,"{""affected_features"": [""date""], ""mode"": ""new"", ""percentage"": 0.5, ""perturbate_data"": {""distribution"": ""random""}, ""selection_criteria"": ""all""}"
2026-02-26T11:14:51.009725+00:00,outlier,SPARK,1000000,4.818625432002591,"{""affected_features"": [""target""], ""mode"": ""new"", ""percentage"": 0.5, ""perturbate_data"": {""distribution"": ""random""}, ""selection_criteria"": ""all""}"

2026-02-26T14:16:46.544580+00:00,labels,PANDAS,1000000,3.103761168982601,"{""affected_features"": [""f3""], ""mode"": ""new"", ""percentage"": 0.5, ""perturbate_data"": {""distribution"": ""random""}, ""selection_criteria"": ""all""}"
2026-02-26T14:16:53.496770+00:00,labels,SPARK,1000000,6.951922850013943,"{""affected_features"": [""f3""], ""mode"": ""new"", ""percentage"": 0.5, ""perturbate_data"": {""distribution"": ""random""}, ""selection_criteria"": ""all""}"
2026-02-26T14:16:56.644029+00:00,labels,PANDAS,1000000,3.144366144988453,"{""affected_features"": [""f4""], ""mode"": ""new"", ""percentage"": 0.5, ""perturbate_data"": {""distribution"": ""random""}, ""selection_criteria"": ""all""}"
2026-02-26T14:16:59.645948+00:00,labels,SPARK,1000000,3.0016316889959853,"{""affected_features"": [""f4""], ""mode"": ""new"", ""percentage"": 0.5, ""perturbate_data"": {""distribution"": ""random""}, ""selection_criteria"": ""all""}"
2026-02-26T14:17:02.792274+00:00,labels,PANDAS,1000000,3.1458102990000043,"{""affected_features"": [""f5""], ""mode"": ""new"", ""percentage"": 0.5, ""perturbate_data"": {""distribution"": ""random""}, ""selection_criteria"": ""all""}"
2026-02-26T14:17:05.712207+00:00,labels,SPARK,1000000,2.919665794004686,"{""affected_features"": [""f5""], ""mode"": ""new"", ""percentage"": 0.5, ""perturbate_data"": {""distribution"": ""random""}, ""selection_criteria"": ""all""}"
2026-02-26T14:17:05.852748+00:00,labels,PANDAS,1000000,0.14000089597539045,"{""affected_features"": [""target""], ""mode"": ""new"", ""percentage"": 0.5, ""perturbate_data"": {""distribution"": ""random""}, ""selection_criteria"": ""all""}"
2026-02-26T14:17:08.573367+00:00,labels,SPARK,1000000,2.7203303030109964,"{""affected_features"": [""target""], ""mode"": ""new"", ""percentage"": 0.5, ""perturbate_data"": {""distribution"": ""random""}, ""selection_criteria"": ""all""}"
