data_esecuzione,metodo,backend,iterazione,num_righe,stopwatch_sec_iter,stopwatch_sec_tot,strategy_json
2026-02-24T23:45:04.422162+00:00,duplicated,SPARK,1,1000000,3.5843953719995625,3.5843953719995625,"{""affected_features"": [""f1""], ""mode"": ""new"", ""percentage"": 0.5, ""perturbate_data"": {""distribution"": ""random""}, ""selection_criteria"": ""all""}"
2026-02-24T23:45:07.830830+00:00,duplicated,SPARK,2,2000000,3.042496239002503,6.6268916110020655,"{""affected_features"": [""f1""], ""mode"": ""new"", ""percentage"": 0.5, ""perturbate_data"": {""distribution"": ""random""}, ""selection_criteria"": ""all""}"
2026-02-24T23:45:11.689304+00:00,duplicated,SPARK,3,4000000,3.5109634309992543,10.13785504200132,"{""affected_features"": [""f1""], ""mode"": ""new"", ""percentage"": 0.5, ""perturbate_data"": {""distribution"": ""random""}, ""selection_criteria"": ""all""}"
2026-02-24T23:45:17.894057+00:00,duplicated,SPARK,4,8000000,5.853659904001688,15.991514946003008,"{""affected_features"": [""f1""], ""mode"": ""new"", ""percentage"": 0.5, ""perturbate_data"": {""distribution"": ""random""}, ""selection_criteria"": ""all""}"
2026-02-24T23:45:29.445533+00:00,duplicated,SPARK,5,16000000,11.021906356003456,27.013421302006464,"{""affected_features"": [""f1""], ""mode"": ""new"", ""percentage"": 0.5, ""perturbate_data"": {""distribution"": ""random""}, ""selection_criteria"": ""all""}"
2026-02-24T23:45:50.962758+00:00,duplicated,SPARK,6,32000000,20.675027294000756,47.68844859600722,"{""affected_features"": [""f1""], ""mode"": ""new"", ""percentage"": 0.5, ""perturbate_data"": {""distribution"": ""random""}, ""selection_criteria"": ""all""}"
2026-02-24T23:46:33.768963+00:00,duplicated,SPARK,7,64000000,41.23823644499862,88.92668504100584,"{""affected_features"": [""f1""], ""mode"": ""new"", ""percentage"": 0.5, ""perturbate_data"": {""distribution"": ""random""}, ""selection_criteria"": ""all""}"
2026-02-24T23:48:01.287569+00:00,duplicated,SPARK,8,128000000,84.64140756999768,173.56809261100352,"{""affected_features"": [""f1""], ""mode"": ""new"", ""percentage"": 0.5, ""perturbate_data"": {""distribution"": ""random""}, ""selection_criteria"": ""all""}"
